co2_1(45-60) co2_2(45-60) t1(45-60) h1(45-60) t2(45-60) h2(45-60) t3(45-60) h3(45-60) co2_1(30-45) co2_2(30-45) t1(30-45) h1(30-45) t2(30-45) h2(30-45) t3(30-45) h3(30-45) co2_1(15-30) co2_2(15-30) t1(15-30) h1(15-30) t2(15-30) h2(15-30) t3(15-30) h3(15-30) co2_1(0-15) co2_2(0-15) t1(0-15) h1(0-15) t2(0-15) h2(0-15) t3(0-15) h3(0-15) sco2_1(0-60) sco2_2(0-60) st1(0-60) sh1(0-60) st2(0-60) sh2(0-60) st3(0-60) sh3(0-60) sco2_1(0-45) sco2_2(0-45) st1(0-45) sh1(0-45) st2(0-45) sh2(0-45) st3(0-45) sh3(0-45) sco2_1(0-30) sco2_2(0-30) st1(0-30) sh1(0-30) st2(0-30) sh2(0-30) st3(0-30) sh3(0-30) sco2_1(0-15) sco2_2(0-15) st1(0-15) sh1(0-15) st2(0-15) sh2(0-15) st3(0-15) sh3(0-15) label
-8 0 0.0 1.0 0.0 0.0 0.0 0.0 -2 -4 0.0 1.0 0.1 0.0 0.0 0.0 4 -16 0.1 0.0 0.1 1.0 0.0 0.0 5 -5 0.1 0.0 0.1 0.0 0.1 1.0 -1 -25 0.0 0.0 0.1 1.0 0.1 1.0 7 -25 0.0 1.0 0.1 1.0 0.1 1.0 9 -21 0.0 0.0 0.0 1.0 0.1 1.0 5 -5 0.1 0.0 0.1 0.0 0.1 1.0 1
1 8 0.0 1.0 0.1 1.0 0.1 0.0 5 13 0.1 0.0 0.0 0.0 0.0 1.0 0 -3 0.0 1.0 0.1 1.0 0.0 1.0 4 2 0.0 0.0 0.1 0.0 0.0 0.0 10 20 0.1 0.0 0.3 2.0 0.1 0.0 9 12 0.1 1.0 0.2 1.0 0.0 0.0 4 -1 0.0 1.0 0.2 1.0 0.0 1.0 4 2 0.0 0.0 0.1 0.0 0.0 0.0 0
5 13 0.1 0.0 0.0 0.0 0.0 1.0 0 -3 0.0 1.0 0.1 1.0 0.0 1.0 4 2 0.0 0.0 0.1 0.0 0.0 0.0 11 16 0.0 0.0 0.1 0.0 0.1 1.0 20 28 0.1 1.0 0.1 1.0 0.1 1.0 15 15 0.0 1.0 0.1 1.0 0.1 0.0 15 18 0.0 0.0 0.0 0.0 0.1 1.0 11 16 0.0 0.0 0.1 0.0 0.1 1.0 0
0 -3 0.0 1.0 0.1 1.0 0.0 1.0 4 2 0.0 0.0 0.1 0.0 0.0 0.0 11 16 0.0 0.0 0.1 0.0 0.1 1.0 3 -10 0.0 0.0 0.1 0.0 0.0 1.0 18 5 0.0 1.0 0.2 1.0 0.1 1.0 18 8 0.0 0.0 0.1 0.0 0.1 0.0 14 6 0.0 0.0 0.0 0.0 0.1 0.0 3 -10 0.0 0.0 0.1 0.0 0.0 1.0 0
4 2 0.0 0.0 0.1 0.0 0.0 0.0 11 16 0.0 0.0 0.1 0.0 0.1 1.0 3 -10 0.0 0.0 0.1 0.0 0.0 1.0 0 5 0.0 0.0 0.0 0.0 0.0 0.0 18 13 0.0 0.0 0.1 0.0 0.1 0.0 14 11 0.0 0.0 0.0 0.0 0.1 0.0 3 -5 0.0 0.0 0.1 0.0 0.0 1.0 0 5 0.0 0.0 0.0 0.0 0.0 0.0 0
11 16 0.0 0.0 0.1 0.0 0.1 1.0 3 -10 0.0 0.0 0.1 0.0 0.0 1.0 0 5 0.0 0.0 0.0 0.0 0.0 0.0 4 0 0.0 0.0 0.0 0.0 0.2 0.0 18 11 0.0 0.0 0.0 0.0 0.1 0.0 7 -5 0.0 0.0 0.1 0.0 0.2 1.0 4 5 0.0 0.0 0.0 0.0 0.2 0.0 4 0 0.0 0.0 0.0 0.0 0.2 0.0 0
3 -10 0.0 0.0 0.1 0.0 0.0 1.0 0 5 0.0 0.0 0.0 0.0 0.0 0.0 4 0 0.0 0.0 0.0 0.0 0.2 0.0 5 5 0.1 0.0 0.0 0.0 0.0 0.0 12 0 0.1 0.0 0.1 0.0 0.2 1.0 9 10 0.1 0.0 0.0 0.0 0.2 0.0 9 5 0.1 0.0 0.0 0.0 0.2 0.0 5 5 0.1 0.0 0.0 0.0 0.0 0.0 0
0 5 0.0 0.0 0.0 0.0 0.0 0.0 4 0 0.0 0.0 0.0 0.0 0.2 0.0 5 5 0.1 0.0 0.0 0.0 0.0 0.0 5 -4 0.1 0.0 0.0 0.0 0.1 0.0 14 6 0.0 0.0 0.0 0.0 0.1 0.0 14 1 0.0 0.0 0.0 0.0 0.1 0.0 10 1 0.0 0.0 0.0 0.0 0.1 0.0 5 -4 0.1 0.0 0.0 0.0 0.1 0.0 0
4 0 0.0 0.0 0.0 0.0 0.2 0.0 5 5 0.1 0.0 0.0 0.0 0.0 0.0 5 -4 0.1 0.0 0.0 0.0 0.1 0.0 -1 6 0.0 0.0 0.0 0.0 0.1 1.0 13 7 0.0 0.0 0.0 0.0 0.2 1.0 9 7 0.0 0.0 0.0 0.0 0.0 1.0 4 2 0.1 0.0 0.0 0.0 0.0 1.0 -1 6 0.0 0.0 0.0 0.0 0.1 1.0 0
1 5 0.0 0.0 0.1 0.0 0.0 1.0 4 -5 0.1 1.0 0.0 0.0 0.0 0.0 4 -7 0.0 0.0 0.0 0.0 0.1 0.0 -1 13 0.0 0.0 0.0 0.0 0.0 0.0 8 6 0.1 1.0 0.1 0.0 0.1 1.0 7 1 0.1 1.0 0.0 0.0 0.1 0.0 3 6 0.0 0.0 0.0 0.0 0.1 0.0 -1 13 0.0 0.0 0.0 0.0 0.0 0.0 1
4 -5 0.1 1.0 0.0 0.0 0.0 0.0 4 -7 0.0 0.0 0.0 0.0 0.1 0.0 -1 13 0.0 0.0 0.0 0.0 0.0 0.0 -2 -5 0.2 0.0 0.1 0.0 0.0 1.0 5 -4 0.3 1.0 0.1 0.0 0.1 1.0 1 1 0.2 0.0 0.1 0.0 0.1 1.0 -3 8 0.2 0.0 0.1 0.0 0.0 1.0 -2 -5 0.2 0.0 0.1 0.0 0.0 1.0 1
4 -7 0.0 0.0 0.0 0.0 0.1 0.0 -1 13 0.0 0.0 0.0 0.0 0.0 0.0 -2 -5 0.2 0.0 0.1 0.0 0.0 1.0 4 4 0.0 1.0 0.1 0.0 0.0 0.0 5 5 0.2 1.0 0.0 0.0 0.1 1.0 1 12 0.2 1.0 0.0 0.0 0.0 1.0 2 -1 0.2 1.0 0.0 0.0 0.0 1.0 4 4 0.0 1.0 0.1 0.0 0.0 0.0 1
-1 13 0.0 0.0 0.0 0.0 0.0 0.0 -2 -5 0.2 0.0 0.1 0.0 0.0 1.0 4 4 0.0 1.0 0.1 0.0 0.0 0.0 -3 1 0.0 0.0 0.1 0.0 0.0 0.0 -2 13 0.2 1.0 0.1 0.0 0.0 1.0 -1 0 0.2 1.0 0.1 0.0 0.0 1.0 1 5 0.0 1.0 0.0 0.0 0.0 0.0 -3 1 0.0 0.0 0.1 0.0 0.0 0.0 1
-2 -5 0.2 0.0 0.1 0.0 0.0 1.0 4 4 0.0 1.0 0.1 0.0 0.0 0.0 -3 1 0.0 0.0 0.1 0.0 0.0 0.0 2 -2 0.0 0.0 0.1 0.0 0.0 0.0 1 -2 0.2 1.0 0.0 0.0 0.0 1.0 3 3 0.0 1.0 0.1 0.0 0.0 0.0 -1 -1 0.0 0.0 0.0 0.0 0.0 0.0 2 -2 0.0 0.0 0.1 0.0 0.0 0.0 1
4 4 0.0 1.0 0.1 0.0 0.0 0.0 -3 1 0.0 0.0 0.1 0.0 0.0 0.0 2 -2 0.0 0.0 0.1 0.0 0.0 0.0 -30 -4 0.1 0.0 0.0 0.0 0.0 0.0 -27 -1 0.1 1.0 0.1 0.0 0.0 0.0 -31 -5 0.1 0.0 0.0 0.0 0.0 0.0 -28 -6 0.1 0.0 0.1 0.0 0.0 0.0 -30 -4 0.1 0.0 0.0 0.0 0.0 0.0 1
-3 1 0.0 0.0 0.1 0.0 0.0 0.0 2 -2 0.0 0.0 0.1 0.0 0.0 0.0 -30 -4 0.1 0.0 0.0 0.0 0.0 0.0 -44 0 0.0 0.0 0.3 0.0 0.0 1.0 -75 -5 0.1 0.0 0.3 0.0 0.0 1.0 -72 -6 0.1 0.0 0.4 0.0 0.0 1.0 -74 -4 0.1 0.0 0.3 0.0 0.0 1.0 -44 0 0.0 0.0 0.3 0.0 0.0 1.0 1
2 -2 0.0 0.0 0.1 0.0 0.0 0.0 -30 -4 0.1 0.0 0.0 0.0 0.0 0.0 -44 0 0.0 0.0 0.3 0.0 0.0 1.0 -19 2 0.0 0.0 0.3 0.0 0.1 2.0 -91 -4 0.1 0.0 0.1 0.0 0.1 1.0 -93 -2 0.1 0.0 0.0 0.0 0.1 1.0 -63 2 0.0 0.0 0.0 0.0 0.1 1.0 -19 2 0.0 0.0 0.3 0.0 0.1 2.0 1
21 -4 0.0 0.0 0.0 0.0 0.0 0.0 22 12 0.0 0.0 0.0 0.0 0.0 0.0 15 2 0.1 1.0 0.0 0.0 0.0 0.0 4 1 0.0 0.0 0.0 0.0 0.0 0.0 62 11 0.1 1.0 0.0 0.0 0.0 0.0 41 15 0.1 1.0 0.0 0.0 0.0 0.0 19 3 0.1 1.0 0.0 0.0 0.0 0.0 4 1 0.0 0.0 0.0 0.0 0.0 0.0 0
22 12 0.0 0.0 0.0 0.0 0.0 0.0 15 2 0.1 1.0 0.0 0.0 0.0 0.0 4 1 0.0 0.0 0.0 0.0 0.0 0.0 -6 -12 0.0 0.0 0.0 0.0 0.0 0.0 35 3 0.1 1.0 0.0 0.0 0.0 0.0 13 -9 0.1 1.0 0.0 0.0 0.0 0.0 -2 -11 0.0 0.0 0.0 0.0 0.0 0.0 -6 -12 0.0 0.0 0.0 0.0 0.0 0.0 0
15 2 0.1 1.0 0.0 0.0 0.0 0.0 4 1 0.0 0.0 0.0 0.0 0.0 0.0 -6 -12 0.0 0.0 0.0 0.0 0.0 0.0 -8 -15 0.1 0.0 0.0 0.0 0.0 0.0 5 -24 0.2 1.0 0.0 0.0 0.0 0.0 -10 -26 0.1 0.0 0.0 0.0 0.0 0.0 -14 -27 0.1 0.0 0.0 0.0 0.0 0.0 -8 -15 0.1 0.0 0.0 0.0 0.0 0.0 0
4 1 0.0 0.0 0.0 0.0 0.0 0.0 -6 -12 0.0 0.0 0.0 0.0 0.0 0.0 -8 -15 0.1 0.0 0.0 0.0 0.0 0.0 -1 2 0.1 0.0 0.0 0.0 0.0 0.0 -11 -24 0.0 0.0 0.0 0.0 0.0 0.0 -15 -25 0.0 0.0 0.0 0.0 0.0 0.0 -9 -13 0.0 0.0 0.0 0.0 0.0 0.0 -1 2 0.1 0.0 0.0 0.0 0.0 0.0 0
-6 -12 0.0 0.0 0.0 0.0 0.0 0.0 -8 -15 0.1 0.0 0.0 0.0 0.0 0.0 -1 2 0.1 0.0 0.0 0.0 0.0 0.0 -14 -3 0.1 0.0 0.1 0.0 0.0 0.0 -29 -28 0.1 0.0 0.1 0.0 0.0 0.0 -23 -16 0.1 0.0 0.1 0.0 0.0 0.0 -15 -1 0.0 0.0 0.1 0.0 0.0 0.0 -14 -3 0.1 0.0 0.1 0.0 0.0 0.0 0
-8 -15 0.1 0.0 0.0 0.0 0.0 0.0 -1 2 0.1 0.0 0.0 0.0 0.0 0.0 -14 -3 0.1 0.0 0.1 0.0 0.0 0.0 -17 1 0.0 0.0 0.0 0.0 0.1 0.0 -40 -15 0.1 0.0 0.1 0.0 0.1 0.0 -32 0 0.0 0.0 0.1 0.0 0.1 0.0 -31 -2 0.1 0.0 0.1 0.0 0.1 0.0 -17 1 0.0 0.0 0.0 0.0 0.1 0.0 0
-1 2 0.1 0.0 0.0 0.0 0.0 0.0 -14 -3 0.1 0.0 0.1 0.0 0.0 0.0 -17 1 0.0 0.0 0.0 0.0 0.1 0.0 -18 8 0.1 1.0 0.0 0.0 0.1 1.0 -50 8 0.1 1.0 0.1 0.0 0.0 1.0 -49 6 0.2 1.0 0.1 0.0 0.0 1.0 -35 9 0.1 1.0 0.0 0.0 0.0 1.0 -18 8 0.1 1.0 0.0 0.0 0.1 1.0 0
-14 -3 0.1 0.0 0.1 0.0 0.0 0.0 -17 1 0.0 0.0 0.0 0.0 0.1 0.0 -18 8 0.1 1.0 0.0 0.0 0.1 1.0 -8 9 0.0 0.0 0.0 0.0 0.1 1.0 -57 15 0.2 1.0 0.1 0.0 0.1 0.0 -43 18 0.1 1.0 0.0 0.0 0.1 0.0 -26 17 0.1 1.0 0.0 0.0 0.0 0.0 -8 9 0.0 0.0 0.0 0.0 0.1 1.0 0
23 -2 0.0 0.0 0.0 0.0 0.1 0.0 8 11 0.0 0.0 0.1 0.0 0.0 0.0 -9 -2 0.0 0.0 0.1 1.0 0.1 1.0 -16 9 0.0 0.0 0.0 0.0 0.1 0.0 6 16 0.0 0.0 0.2 1.0 0.3 1.0 -17 18 0.0 0.0 0.2 1.0 0.2 1.0 -25 7 0.0 0.0 0.1 1.0 0.2 1.0 -16 9 0.0 0.0 0.0 0.0 0.1 0.0 1
8 11 0.0 0.0 0.1 0.0 0.0 0.0 -9 -2 0.0 0.0 0.1 1.0 0.1 1.0 -16 9 0.0 0.0 0.0 0.0 0.1 0.0 -11 5 0.0 0.0 0.0 0.0 0.1 1.0 -28 23 0.0 0.0 0.2 1.0 0.3 2.0 -36 12 0.0 0.0 0.1 1.0 0.3 2.0 -27 14 0.0 0.0 0.0 0.0 0.2 1.0 -11 5 0.0 0.0 0.0 0.0 0.1 1.0 1
-9 -2 0.0 0.0 0.1 1.0 0.1 1.0 -16 9 0.0 0.0 0.0 0.0 0.1 0.0 -11 5 0.0 0.0 0.0 0.0 0.1 1.0 -17 10 0.0 0.0 0.1 0.0 0.2 0.0 -53 22 0.0 0.0 0.0 1.0 0.5 2.0 -44 24 0.0 0.0 0.1 0.0 0.4 1.0 -28 15 0.0 0.0 0.1 0.0 0.3 1.0 -17 10 0.0 0.0 0.1 0.0 0.2 0.0 1
-16 9 0.0 0.0 0.0 0.0 0.1 0.0 -11 5 0.0 0.0 0.0 0.0 0.1 1.0 -17 10 0.0 0.0 0.1 0.0 0.2 0.0 -18 -2 0.0 0.0 0.0 0.0 0.0 0.0 -62 22 0.0 0.0 0.1 0.0 0.4 1.0 -46 13 0.0 0.0 0.1 0.0 0.3 1.0 -35 8 0.0 0.0 0.1 0.0 0.2 0.0 -18 -2 0.0 0.0 0.0 0.0 0.0 0.0 1
-11 5 0.0 0.0 0.0 0.0 0.1 1.0 -17 10 0.0 0.0 0.1 0.0 0.2 0.0 -18 -2 0.0 0.0 0.0 0.0 0.0 0.0 -1 -13 0.0 0.0 0.1 0.0 0.0 1.0 -47 0 0.0 0.0 0.0 0.0 0.3 2.0 -36 -5 0.0 0.0 0.0 0.0 0.2 1.0 -19 -15 0.0 0.0 0.1 0.0 0.0 1.0 -1 -13 0.0 0.0 0.1 0.0 0.0 1.0 1
-17 10 0.0 0.0 0.1 0.0 0.2 0.0 -18 -2 0.0 0.0 0.0 0.0 0.0 0.0 -1 -13 0.0 0.0 0.1 0.0 0.0 1.0 -4 -3 0.0 0.0 0.0 0.0 0.0 0.0 -40 -8 0.0 0.0 0.0 0.0 0.2 1.0 -23 -18 0.0 0.0 0.1 0.0 0.0 1.0 -5 -16 0.0 0.0 0.1 0.0 0.0 1.0 -4 -3 0.0 0.0 0.0 0.0 0.0 0.0 1
-18 -2 0.0 0.0 0.0 0.0 0.0 0.0 -1 -13 0.0 0.0 0.1 0.0 0.0 1.0 -4 -3 0.0 0.0 0.0 0.0 0.0 0.0 -19 13 0.0 0.0 0.0 0.0 0.0 0.0 -42 -5 0.0 0.0 0.1 0.0 0.0 1.0 -24 -3 0.0 0.0 0.1 0.0 0.0 1.0 -23 10 0.0 0.0 0.0 0.0 0.0 0.0 -19 13 0.0 0.0 0.0 0.0 0.0 0.0 1
-1 -13 0.0 0.0 0.1 0.0 0.0 1.0 -4 -3 0.0 0.0 0.0 0.0 0.0 0.0 -19 13 0.0 0.0 0.0 0.0 0.0 0.0 -14 -14 0.0 0.0 0.0 0.0 0.1 0.0 -38 -17 0.0 0.0 0.1 0.0 0.1 1.0 -37 -4 0.0 0.0 0.0 0.0 0.1 0.0 -33 -1 0.0 0.0 0.0 0.0 0.1 0.0 -14 -14 0.0 0.0 0.0 0.0 0.1 0.0 1
-5 3 0.0 0.0 0.1 0.0 0.0 1.0 1 -2 0.0 0.0 0.0 0.0 0.1 0.0 12 -14 0.0 1.0 0.0 1.0 0.0 0.0 20 -11 0.0 1.0 0.1 0.0 0.1 0.0 28 -24 0.0 0.0 0.2 1.0 0.2 1.0 33 -27 0.0 0.0 0.1 1.0 0.2 0.0 32 -25 0.0 0.0 0.1 1.0 0.1 0.0 20 -11 0.0 1.0 0.1 0.0 0.1 0.0 0
1 -2 0.0 0.0 0.0 0.0 0.1 0.0 12 -14 0.0 1.0 0.0 1.0 0.0 0.0 20 -11 0.0 1.0 0.1 0.0 0.1 0.0 26 8 0.0 1.0 0.0 0.0 0.0 0.0 59 -19 0.0 1.0 0.1 1.0 0.2 0.0 58 -17 0.0 1.0 0.1 1.0 0.1 0.0 46 -3 0.0 0.0 0.1 0.0 0.1 0.0 26 8 0.0 1.0 0.0 0.0 0.0 0.0 0
12 -14 0.0 1.0 0.0 1.0 0.0 0.0 20 -11 0.0 1.0 0.1 0.0 0.1 0.0 26 8 0.0 1.0 0.0 0.0 0.0 0.0 32 -1 0.0 1.0 0.0 0.0 0.0 1.0 90 -18 0.0 0.0 0.1 1.0 0.1 1.0 78 -4 0.0 1.0 0.1 0.0 0.1 1.0 58 7 0.0 0.0 0.0 0.0 0.0 1.0 32 -1 0.0 1.0 0.0 0.0 0.0 1.0 0
20 -11 0.0 1.0 0.1 0.0 0.1 0.0 26 8 0.0 1.0 0.0 0.0 0.0 0.0 32 -1 0.0 1.0 0.0 0.0 0.0 1.0 13 -5 0.0 0.0 0.0 0.0 0.1 0.0 91 -9 0.0 1.0 0.1 0.0 0.2 1.0 71 2 0.0 0.0 0.0 0.0 0.1 1.0 45 -6 0.0 1.0 0.0 0.0 0.1 1.0 13 -5 0.0 0.0 0.0 0.0 0.1 0.0 0
26 8 0.0 1.0 0.0 0.0 0.0 0.0 32 -1 0.0 1.0 0.0 0.0 0.0 1.0 13 -5 0.0 0.0 0.0 0.0 0.1 0.0 -18 -8 0.0 0.0 0.1 0.0 0.0 0.0 53 -6 0.0 0.0 0.1 0.0 0.1 1.0 27 -14 0.0 1.0 0.1 0.0 0.1 1.0 -5 -13 0.0 0.0 0.1 0.0 0.1 0.0 -18 -8 0.0 0.0 0.1 0.0 0.0 0.0 0
32 -1 0.0 1.0 0.0 0.0 0.0 1.0 13 -5 0.0 0.0 0.0 0.0 0.1 0.0 -18 -8 0.0 0.0 0.1 0.0 0.0 0.0 -18 -7 0.0 0.0 0.1 0.0 0.1 0.0 9 -21 0.0 1.0 0.0 0.0 0.2 1.0 -23 -20 0.0 0.0 0.0 0.0 0.2 0.0 -36 -15 0.0 0.0 0.0 0.0 0.1 0.0 -18 -7 0.0 0.0 0.1 0.0 0.1 0.0 0
13 -5 0.0 0.0 0.0 0.0 0.1 0.0 -18 -8 0.0 0.0 0.1 0.0 0.0 0.0 -18 -7 0.0 0.0 0.1 0.0 0.1 0.0 -1 6 0.0 0.0 0.1 0.0 0.0 0.0 -24 -14 0.0 0.0 0.1 0.0 0.2 0.0 -37 -9 0.0 0.0 0.1 0.0 0.1 0.0 -19 -1 0.0 0.0 0.0 0.0 0.1 0.0 -1 6 0.0 0.0 0.1 0.0 0.0 0.0 0
-18 -8 0.0 0.0 0.1 0.0 0.0 0.0 -18 -7 0.0 0.0 0.1 0.0 0.1 0.0 -1 6 0.0 0.0 0.1 0.0 0.0 0.0 9 -13 0.0 0.0 0.0 0.0 0.1 1.0 -28 -22 0.0 0.0 0.1 0.0 0.2 1.0 -10 -14 0.0 0.0 0.0 0.0 0.2 1.0 8 -7 0.0 0.0 0.1 0.0 0.1 1.0 9 -13 0.0 0.0 0.0 0.0 0.1 1.0 0
8 -27 0.1 0.0 0.2 1.0 0.1 0.0 4 -27 0.1 1.0 0.1 0.0 0.1 0.0 -4 -13 0.0 0.0 0.2 1.0 0.0 1.0 -4 -26 0.0 0.0 0.1 1.0 0.0 0.0 4 -93 0.2 1.0 0.6 3.0 0.0 1.0 -4 -66 0.1 1.0 0.4 2.0 0.1 1.0 -8 -39 0.0 0.0 0.3 2.0 0.0 1.0 -4 -26 0.0 0.0 0.1 1.0 0.0 0.0 1
4 -27 0.1 1.0 0.1 0.0 0.1 0.0 -4 -13 0.0 0.0 0.2 1.0 0.0 1.0 -4 -26 0.0 0.0 0.1 1.0 0.0 0.0 -4 -4 0.0 0.0 0.2 1.0 0.0 0.0 -8 -70 0.1 1.0 0.6 1.0 0.1 1.0 -12 -43 0.0 0.0 0.5 1.0 0.0 1.0 -8 -30 0.0 0.0 0.3 0.0 0.0 0.0 -4 -4 0.0 0.0 0.2 1.0 0.0 0.0 1
-4 -13 0.0 0.0 0.2 1.0 0.0 1.0 -4 -26 0.0 0.0 0.1 1.0 0.0 0.0 -4 -4 0.0 0.0 0.2 1.0 0.0 0.0 -7 12 0.1 0.0 0.0 1.0 0.1 0.0 -19 -31 0.1 0.0 0.5 2.0 0.1 1.0 -15 -18 0.1 0.0 0.3 1.0 0.1 0.0 -11 8 0.1 0.0 0.2 0.0 0.1 0.0 -7 12 0.1 0.0 0.0 1.0 0.1 0.0 1
-4 -26 0.0 0.0 0.1 1.0 0.0 0.0 -4 -4 0.0 0.0 0.2 1.0 0.0 0.0 -7 12 0.1 0.0 0.0 1.0 0.1 0.0 -5 7 0.1 0.0 0.0 0.0 0.0 0.0 -20 -11 0.2 0.0 0.3 1.0 0.1 0.0 -16 15 0.2 0.0 0.2 0.0 0.1 0.0 -12 19 0.2 0.0 0.0 1.0 0.1 0.0 -5 7 0.1 0.0 0.0 0.0 0.0 0.0 1
-4 -4 0.0 0.0 0.2 1.0 0.0 0.0 -7 12 0.1 0.0 0.0 1.0 0.1 0.0 -5 7 0.1 0.0 0.0 0.0 0.0 0.0 -8 27 0.0 0.0 0.0 1.0 0.0 0.0 -24 42 0.2 0.0 0.2 1.0 0.1 0.0 -20 46 0.2 0.0 0.0 2.0 0.1 0.0 -13 34 0.1 0.0 0.0 1.0 0.0 0.0 -8 27 0.0 0.0 0.0 1.0 0.0 0.0 1
-7 12 0.1 0.0 0.0 1.0 0.1 0.0 -5 7 0.1 0.0 0.0 0.0 0.0 0.0 -8 27 0.0 0.0 0.0 1.0 0.0 0.0 -13 1 0.0 1.0 0.0 0.0 0.0 0.0 -33 47 0.2 1.0 0.0 2.0 0.1 0.0 -26 35 0.1 1.0 0.0 1.0 0.0 0.0 -21 28 0.0 1.0 0.0 1.0 0.0 0.0 -13 1 0.0 1.0 0.0 0.0 0.0 0.0 1
-5 7 0.1 0.0 0.0 0.0 0.0 0.0 -8 27 0.0 0.0 0.0 1.0 0.0 0.0 -13 1 0.0 1.0 0.0 0.0 0.0 0.0 -12 -20 0.1 0.0 0.2 0.0 0.0 0.0 -38 15 0.2 1.0 0.2 1.0 0.0 0.0 -33 8 0.1 1.0 0.2 1.0 0.0 0.0 -25 -19 0.1 1.0 0.2 0.0 0.0 0.0 -12 -20 0.1 0.0 0.2 0.0 0.0 0.0 1
-8 27 0.0 0.0 0.0 1.0 0.0 0.0 -13 1 0.0 1.0 0.0 0.0 0.0 0.0 -12 -20 0.1 0.0 0.2 0.0 0.0 0.0 -14 -22 0.0 0.0 0.1 0.0 0.0 0.0 -47 -14 0.1 1.0 0.3 1.0 0.0 0.0 -39 -41 0.1 1.0 0.3 0.0 0.0 0.0 -26 -42 0.1 0.0 0.3 0.0 0.0 0.0 -14 -22 0.0 0.0 0.1 0.0 0.0 0.0 1
-2 5 0.0 0.0 0.1 0.0 0.0 0.0 8 13 0.1 0.0 0.1 1.0 0.0 0.0 2 14 0.0 1.0 0.0 0.0 0.0 0.0 2 7 0.0 0.0 0.1 0.0 0.0 0.0 10 39 0.1 1.0 0.3 1.0 0.0 0.0 12 34 0.1 1.0 0.2 1.0 0.0 0.0 4 21 0.0 1.0 0.1 0.0 0.0 0.0 2 7 0.0 0.0 0.1 0.0 0.0 0.0 0
8 13 0.1 0.0 0.1 1.0 0.0 0.0 2 14 0.0 1.0 0.0 0.0 0.0 0.0 2 7 0.0 0.0 0.1 0.0 0.0 0.0 22 5 0.1 0.0 0.0 0.0 0.0 0.0 34 39 0.2 1.0 0.2 1.0 0.0 0.0 26 26 0.1 1.0 0.1 0.0 0.0 0.0 24 12 0.1 0.0 0.1 0.0 0.0 0.0 22 5 0.1 0.0 0.0 0.0 0.0 0.0 0
2 14 0.0 1.0 0.0 0.0 0.0 0.0 2 7 0.0 0.0 0.1 0.0 0.0 0.0 22 5 0.1 0.0 0.0 0.0 0.0 0.0 4 7 0.0 0.0 0.1 1.0 0.0 0.0 30 33 0.1 1.0 0.2 1.0 0.0 0.0 28 19 0.1 0.0 0.2 1.0 0.0 0.0 26 12 0.1 0.0 0.1 1.0 0.0 0.0 4 7 0.0 0.0 0.1 1.0 0.0 0.0 0
2 7 0.0 0.0 0.1 0.0 0.0 0.0 22 5 0.1 0.0 0.0 0.0 0.0 0.0 4 7 0.0 0.0 0.1 1.0 0.0 0.0 -14 -9 0.0 1.0 0.1 0.0 0.0 0.0 14 10 0.1 1.0 0.1 1.0 0.0 0.0 12 3 0.1 1.0 0.0 1.0 0.0 0.0 -10 -2 0.0 1.0 0.0 1.0 0.0 0.0 -14 -9 0.0 1.0 0.1 0.0 0.0 0.0 0
22 5 0.1 0.0 0.0 0.0 0.0 0.0 4 7 0.0 0.0 0.1 1.0 0.0 0.0 -14 -9 0.0 1.0 0.1 0.0 0.0 0.0 8 3 0.1 0.0 0.0 0.0 0.0 0.0 20 6 0.2 1.0 0.0 1.0 0.0 0.0 -2 1 0.1 1.0 0.0 1.0 0.0 0.0 -6 -6 0.1 1.0 0.1 0.0 0.0 0.0 8 3 0.1 0.0 0.0 0.0 0.0 0.0 0
4 7 0.0 0.0 0.1 1.0 0.0 0.0 -14 -9 0.0 1.0 0.1 0.0 0.0 0.0 8 3 0.1 0.0 0.0 0.0 0.0 0.0 21 7 0.0 0.0 0.1 0.0 0.0 0.0 19 8 0.1 1.0 0.1 1.0 0.0 0.0 15 1 0.1 1.0 0.0 0.0 0.0 0.0 29 10 0.1 0.0 0.1 0.0 0.0 0.0 21 7 0.0 0.0 0.1 0.0 0.0 0.0 0
-14 -9 0.0 1.0 0.1 0.0 0.0 0.0 8 3 0.1 0.0 0.0 0.0 0.0 0.0 21 7 0.0 0.0 0.1 0.0 0.0 0.0 13 -9 0.0 0.0 0.0 0.0 0.0 0.0 28 -8 0.1 1.0 0.0 0.0 0.0 0.0 42 1 0.1 0.0 0.1 0.0 0.0 0.0 34 -2 0.0 0.0 0.1 0.0 0.0 0.0 13 -9 0.0 0.0 0.0 0.0 0.0 0.0 0
-5 -23 0.0 0.0 0.2 0.0 0.0 0.0 10 -13 0.0 0.0 0.1 0.0 0.0 0.0 7 -8 0.1 1.0 0.1 1.0 0.0 0.0 -4 -24 0.0 1.0 0.2 0.0 0.1 1.0 8 -68 0.1 0.0 0.6 1.0 0.1 1.0 13 -45 0.1 0.0 0.4 1.0 0.1 1.0 3 -32 0.1 0.0 0.3 1.0 0.1 1.0 -4 -24 0.0 1.0 0.2 0.0 0.1 1.0 1
